,Unnamed: 0,Unnamed: 0.1,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdiff
39,39,40,pier,32.604,0.0789,32.604,32.604,68.64,97.64,0.0678,0.0789,0.1643,0.5391,2916.6666,7.978196667826407,0.0
40,40,41,boat,46.332,0.1643,10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666,7.978196667826407,36.036
41,41,42,charter,89.912,1.0905,10.296,10.296,54.912,89.912,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,79.61600000000001
42,42,43,boat,15.095999999999998,0.2413,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,216.376
43,43,44,charter,211.208,2.3101,59.24800000000001,59.24800000000001,186.208,211.208,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,151.95999999999998
44,44,45,charter,50.096,1.0266,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,181.376
45,45,46,pier,19.896,0.0789,19.896,19.896,89.53200000000002,118.532,0.0678,0.0789,0.0014,0.0029,6250.0013,8.740336950730425,0.0
46,46,47,charter,57.29600000000001,1.0266,341.872,341.872,22.296,57.29600000000001,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,284.576
47,47,48,charter,52.404,1.0266,80.608,80.608,17.404,52.404,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,28.204
48,48,49,beach,24.334,0.0678,24.334,24.334,89.93,118.93,0.0678,0.0789,0.1643,0.5391,3749.9999,8.22951109229779,0.0
49,49,50,beach,11.322,0.0678,11.322,11.322,93.092,122.092,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,0.0
50,50,51,charter,44.522,0.0058,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,133.22200000000004
51,51,52,pier,5.9220000000000015,0.0789,5.9220000000000015,5.9220000000000015,48.692,77.692,0.0678,0.0789,0.1643,0.5391,2083.3332,7.641724390062335,0.0
52,52,53,boat,9.522,0.2413,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,168.22200000000004
53,53,54,boat,10.534,0.0361,70.074,70.074,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,59.54
54,54,55,charter,52.934,0.3087,41.514,41.514,28.934,52.934,0.1049,0.0079,0.0613,0.3087,4583.332,8.430181523517474,11.419999999999995
55,55,56,charter,39.134,0.0046,21.714,21.714,15.134,39.134,0.1049,0.0451,0.0023,0.0046,2083.3332,7.641724390062335,17.42
56,56,57,charter,42.722,0.0058,144.144,144.144,7.722,42.722,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,101.422
57,57,58,boat,5.9220000000000015,0.0613,25.662,25.662,5.9220000000000015,29.922,0.1049,0.0079,0.0613,0.3087,2083.3332,7.641724390062335,19.74
58,58,59,boat,13.122,0.0156,244.944,244.944,13.122,48.122,0.5333,0.4522,0.0156,0.0058,5416.6667,8.59723590524362,231.822
59,59,60,charter,42.722,1.0266,144.144,144.144,7.722,42.722,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,101.422
60,60,61,pier,5.9220000000000015,0.0789,5.9220000000000015,5.9220000000000015,48.692,77.692,0.0678,0.0789,0.0014,0.0029,2083.3332,7.641724390062335,0.0
61,61,62,pier,93.092,0.0503,93.092,93.092,93.092,118.092,0.0678,0.0503,0.2601,0.5391,4583.332,8.430181523517474,0.0
62,62,63,charter,44.522,0.4216,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.0069,0.0361,0.4216,3749.9999,8.22951109229779,133.22200000000004
63,63,64,boat,9.522,0.1574,41.262,41.262,9.522,33.522,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,31.740000000000002
64,64,65,pier,9.522,0.0789,9.522,9.522,78.292,107.292,0.0678,0.0789,0.1643,0.5391,3749.9999,8.22951109229779,0.0
65,65,66,charter,39.122,1.0266,76.944,76.944,4.122,39.122,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,37.822
66,66,67,boat,9.522,0.2413,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,168.22200000000004
67,67,68,charter,44.522,0.3975,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.1665,0.3975,3749.9999,8.22951109229779,133.22200000000004
68,68,69,boat,13.122,0.2413,244.944,244.944,13.122,48.122,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,231.822
69,69,70,pier,33.462,0.0451,33.462,33.462,7.722,31.722,0.1049,0.0451,0.1574,0.4671,2916.6666,7.978196667826407,0.0
70,70,71,boat,7.722,0.0023,33.462,33.462,7.722,31.722,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,25.740000000000002
71,71,72,charter,60.662,0.0209,5.9220000000000015,5.9220000000000015,25.662,60.662,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,54.739999999999995
72,72,73,charter,53.522,0.3975,345.744,345.744,18.522,53.522,0.5333,0.4522,0.1665,0.3975,7916.6663,8.976725474478886,292.22200000000004
73,73,74,boat,13.122,0.0361,244.944,244.944,13.122,48.122,0.5333,0.0069,0.0361,0.4216,5416.6667,8.59723590524362,231.822
74,74,75,boat,14.922,0.0023,64.66199999999999,64.66199999999999,14.922,38.922,0.1049,0.0451,0.0023,0.0046,6250.0013,8.740336950730425,49.739999999999995
75,75,76,beach,9.522,0.0678,9.522,9.522,78.292,107.292,0.0678,0.0789,0.1643,0.5391,3749.9999,8.22951109229779,0.0
76,76,77,beach,24.696,0.0678,24.696,24.696,111.132,140.132,0.0678,0.0789,0.1643,0.5391,7916.6663,8.976725474478886,0.0
77,77,78,boat,33.892,0.2601,33.892,33.892,33.892,58.892,0.0678,0.0503,0.2601,0.5391,1249.9998,7.130898670296334,0.0
78,78,79,charter,42.722,0.4216,144.144,144.144,7.722,42.722,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,101.422
79,79,80,boat,5.9220000000000015,0.2413,110.544,110.544,5.9220000000000015,40.922,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,104.622
80,80,81,charter,39.122,0.0058,76.944,76.944,4.122,39.122,0.5333,0.4522,0.0156,0.0058,1249.9998,7.130898670296334,37.822
81,81,82,beach,7.722,0.0678,7.722,7.722,63.492,92.492,0.0678,0.0789,0.0014,0.0029,2916.6666,7.978196667826407,0.0
82,82,83,boat,9.522,0.1665,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.1665,0.3975,3749.9999,8.22951109229779,168.22200000000004
83,83,84,boat,4.122,0.1574,17.862000000000005,17.862000000000005,4.122,28.122,0.1049,0.0451,0.1574,0.4671,1249.9998,7.130898670296334,13.740000000000006
84,84,85,charter,51.962,0.2773,33.462,33.462,33.462,51.962,0.2537,0.0014,0.0626,0.2773,2916.6666,7.978196667826407,18.5
85,85,86,boat,39.474,0.6817,8.514,8.514,39.474,64.47399999999999,0.2537,0.1498,0.6817,2.3014,416.66668,6.0322865736282365,30.959999999999997
86,86,87,charter,89.714,0.6456,38.134,38.134,54.714,89.714,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,51.58
87,87,88,boat,34.914,0.0897,24.334,24.334,34.914,69.914,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,10.580000000000002
88,88,89,pier,100.674,0.4522,100.674,100.674,15.134,50.13399999999999,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,0.0
89,89,90,pier,104.214,0.1498,104.214,104.214,104.214,122.714,0.2537,0.1498,0.2339,0.6288,12499.998,9.43348376329038,0.0
90,90,91,charter,59.334,0.0058,161.874,161.874,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,102.53999999999999
91,91,92,charter,57.534,0.4671,48.114,48.114,33.534,57.534,0.1049,0.0451,0.1574,0.4671,5416.6667,8.59723590524362,9.420000000000002
92,92,93,boat,66.32,0.0102,64.66199999999999,64.66199999999999,66.32,101.32,0.0678,0.0789,0.0102,0.0209,6250.0013,8.740336950730425,1.6580000000000013
93,93,94,charter,109.32,0.0209,72.462,72.462,74.32,109.32,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,36.85799999999999
94,94,95,boat,111.462,0.0051,422.984,422.984,111.462,146.46200000000005,0.5333,0.4522,0.0051,1.0266,11250.001,9.328123496521451,311.522
95,95,96,charter,93.32,0.0209,56.862,56.862,58.32,93.32,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,36.45799999999999
96,96,97,boat,74.32,0.0897,72.462,72.462,74.32,109.32,0.0678,0.0789,0.0897,1.0905,7083.3317,8.86549965509619,1.8579999999999899
97,97,98,charter,79.24,0.1726,210.566,210.566,49.74,79.24,0.0678,0.0052,0.0732,0.1726,6250.0013,8.740336950730425,131.32600000000002
98,98,99,pier,43.74,0.1498,43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5416.6667,8.59723590524362,0.0
99,99,100,beach,31.74,0.2537,31.74,31.74,38.088,56.588,0.2537,0.1498,0.2339,0.6288,3749.9999,8.22951109229779,0.0
100,100,101,beach,19.74,0.2537,19.74,19.74,23.688,42.188,0.2537,0.1498,0.2339,0.6288,2083.3332,7.641724390062335,0.0
101,101,102,pier,31.74,0.1498,31.74,31.74,38.088,56.588,0.2537,0.1498,0.2339,0.6288,3749.9999,8.22951109229779,0.0
102,102,103,charter,60.74,0.2377,55.77,55.77,25.74,60.74,0.0678,0.0025,0.0108,0.2377,2916.6666,7.978196667826407,4.969999999999999
103,103,104,charter,54.74,0.6456,42.77,42.77,19.74,54.74,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,11.969999999999999
104,104,105,charter,91.24,0.1726,261.366,261.366,61.74,91.24,0.0678,0.0052,0.0732,0.1726,7916.6663,8.976725474478886,170.12599999999998
105,105,106,charter,181.77,0.3975,268.702,268.702,146.77,181.77,0.5333,0.4522,0.1665,0.3975,8750.001,9.076809093637367,86.93199999999999
106,106,107,charter,246.102,2.3014,55.74,55.74,221.102,246.102,0.2537,0.1498,0.6817,2.3014,7083.3317,8.86549965509619,190.362
107,107,108,charter,67.24,0.1726,159.766,159.766,37.74,67.24,0.0678,0.0052,0.0732,0.1726,4583.332,8.430181523517474,92.526
108,108,109,pier,16.77,0.0789,16.77,16.77,32.766,61.76600000000001,0.0678,0.0789,0.1643,0.5391,416.66668,6.0322865736282365,0.0
109,109,110,boat,68.77,0.2413,125.902,125.902,68.77,103.77,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,57.132000000000005
110,110,111,boat,58.32,0.0108,56.862,56.862,58.32,93.32,0.0678,0.0025,0.0108,0.2377,5416.6667,8.59723590524362,1.4579999999999984
111,111,112,charter,61.32,0.2377,25.662,25.662,26.32,61.32,0.0678,0.0025,0.0108,0.2377,2083.3332,7.641724390062335,35.658
112,112,113,charter,47.82,0.1726,46.258,46.258,18.32,47.82,0.0678,0.0052,0.0732,0.1726,1249.9998,7.130898670296334,1.5619999999999976
113,113,114,beach,42.32,0.2537,42.32,42.32,42.32,60.82,0.2537,0.1498,0.0233,0.0219,3749.9999,8.22951109229779,0.0
114,114,115,charter,101.32,0.6456,64.66199999999999,64.66199999999999,66.32,101.32,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,36.658
115,115,116,charter,65.262,0.4671,42.32,42.32,41.262,65.262,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,22.942
116,116,117,boat,58.32,0.0233,58.32,58.32,58.32,76.82,0.2537,0.1498,0.0233,0.0219,5416.6667,8.59723590524362,0.0
117,117,118,charter,108.002,0.0209,77.234,77.234,73.002,108.002,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,30.768
118,118,119,charter,97.634,1.0266,150.15,150.15,62.63399999999999,97.634,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,52.516000000000005
119,119,120,charter,296.552,0.0041,135.634,135.634,267.552,296.552,0.0678,0.0789,0.1643,0.0041,7083.3317,8.86549965509619,160.91800000000003
120,120,121,beach,73.002,0.2537,73.002,73.002,73.002,91.502,0.2537,0.1498,0.2339,0.6288,3749.9999,8.22951109229779,0.0
121,121,122,boat,94.74,0.0897,205.27,205.27,94.74,129.74,0.0678,0.0789,0.0897,1.0905,12499.998,9.43348376329038,110.53000000000002
122,122,123,charter,60.74,1.0905,55.77,55.77,25.74,60.74,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,4.969999999999999
123,123,124,beach,61.74,0.2537,61.74,61.74,74.08800000000002,92.588,0.2537,0.1498,0.2339,0.6288,7916.6663,8.976725474478886,0.0
124,124,125,boat,55.74,0.0102,120.77,120.77,55.74,90.74,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,65.03
125,125,126,charter,102.74,0.0209,146.77,146.77,67.74,102.74,0.0678,0.0789,0.0102,0.0209,8750.001,9.076809093637367,44.030000000000015
126,126,127,pier,55.74,0.1498,55.74,55.74,66.888,85.38799999999998,0.2537,0.1498,0.2339,0.6288,7083.3317,8.86549965509619,0.0
127,127,128,charter,61.24,0.1726,134.366,134.366,31.74,61.24,0.0678,0.0052,0.0732,0.1726,3749.9999,8.22951109229779,73.126
128,128,129,pier,49.74,0.1498,49.74,49.74,59.688,78.188,0.2537,0.1498,0.2339,0.6288,6250.0013,8.740336950730425,0.0
129,129,130,boat,94.74,0.0102,205.27,205.27,94.74,129.74,0.0678,0.0789,0.0102,0.0209,12499.998,9.43348376329038,110.53000000000002
130,130,131,boat,94.74,0.0108,205.27,205.27,94.74,129.74,0.0678,0.0025,0.0108,0.2377,12499.998,9.43348376329038,110.53000000000002
131,131,132,charter,84.74,0.6456,107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,23.03
132,132,133,boat,61.74,0.0732,261.366,261.366,61.74,91.24,0.0678,0.0052,0.0732,0.1726,7916.6663,8.976725474478886,199.62599999999998
133,133,134,boat,25.74,0.0143,108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666,7.978196667826407,83.226
134,134,135,boat,67.74,0.0143,286.766,286.766,67.74,97.24,0.0678,0.0503,0.0143,0.0289,8750.001,9.076809093637367,219.026
135,135,136,boat,205.27,0.0156,375.802,375.802,205.27,240.27,0.5333,0.4522,0.0156,0.0058,12499.998,9.43348376329038,170.532
136,136,137,charter,66.74,0.2377,68.77,68.77,31.74,66.74,0.0678,0.0025,0.0108,0.2377,3749.9999,8.22951109229779,2.030000000000001
137,137,138,charter,66.74,0.6456,68.77,68.77,31.74,66.74,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,2.030000000000001
138,138,139,charter,52.862,0.4216,67.78399999999999,67.78399999999999,17.862000000000005,52.862,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,14.92199999999999
139,139,140,charter,84.06200000000003,1.0266,186.18400000000003,186.18400000000003,49.062,84.06200000000003,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,102.122
140,140,141,boat,66.32,0.2339,66.32,66.32,66.32,84.82,0.2537,0.1498,0.2339,0.6288,6250.0013,8.740336950730425,0.0
141,141,142,charter,45.062,0.3975,38.184,38.184,10.062,45.062,0.5333,0.4522,0.1665,0.3975,416.66668,6.0322865736282365,6.878
142,142,143,boat,74.32,0.0897,72.462,72.462,74.32,109.32,0.0678,0.0789,0.0897,1.0905,7083.3317,8.86549965509619,1.8579999999999899
143,143,144,charter,85.32,0.2377,49.062,49.062,50.32,85.32,0.0678,0.0025,0.0108,0.2377,4583.332,8.430181523517474,36.257999999999996
144,144,145,boat,94.506,0.2413,333.2580000000001,333.2580000000001,94.506,129.506,0.5333,0.4522,0.2413,1.0266,6250.0013,8.740336950730425,238.7520000000001
145,145,146,charter,84.306,0.0046,85.698,85.698,60.306,84.306,0.1049,0.0451,0.0023,0.0046,3749.9999,8.22951109229779,1.391999999999996
146,146,147,charter,185.198,0.2773,166.69799999999995,166.69799999999995,166.69799999999995,185.198,0.2537,0.0014,0.0626,0.2773,7916.6663,8.976725474478886,18.500000000000057
147,147,148,charter,106.706,0.0058,252.858,252.858,71.706,106.706,0.5333,0.4522,0.0156,0.0058,4583.332,8.430181523517474,146.152
148,148,149,boat,182.898,0.0897,128.70600000000002,128.70600000000002,182.898,217.898,0.0678,0.0789,0.0897,1.0905,8750.001,9.076809093637367,54.19199999999998
149,149,150,charter,95.306,0.0058,212.658,212.658,60.306,95.306,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,117.35199999999999
150,150,151,charter,95.306,0.0058,212.658,212.658,60.306,95.306,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,117.35199999999999
151,151,152,charter,61.106,0.0058,92.058,92.058,26.106,61.106,0.5333,0.4522,0.0156,0.0058,1249.9998,7.130898670296334,30.952000000000005
152,152,153,boat,63.172,0.0613,139.35,139.35,63.172,87.17200000000003,0.1049,0.0079,0.0613,0.3087,7083.3317,8.86549965509619,76.178
153,153,154,boat,49.572,0.0613,109.35,109.35,49.572,73.572,0.1049,0.0079,0.0613,0.3087,5416.6667,8.59723590524362,59.77799999999999
154,154,155,boat,56.372,0.2413,323.31,323.31,56.372,91.372,0.5333,0.4522,0.2413,1.0266,6250.0013,8.740336950730425,266.938
155,155,156,boat,71.214,0.0276,71.214,71.214,71.214,96.214,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,0.0
156,156,157,boat,42.772,0.1574,94.35,94.35,42.772,66.77199999999999,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,51.577999999999996
157,157,158,charter,73.572,0.0046,109.35,109.35,49.572,73.572,0.1049,0.0451,0.0023,0.0046,5416.6667,8.59723590524362,35.77799999999999
158,158,159,pier,49.572,0.0789,49.572,49.572,121.014,150.014,0.0678,0.0789,0.1643,0.5391,5416.6667,8.59723590524362,0.0
159,159,160,charter,70.972,1.0266,206.31,206.31,35.972,70.972,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,135.33800000000002
160,160,161,charter,77.77199999999998,1.0266,245.31,245.31,42.772,77.77199999999998,0.5333,0.4522,0.0051,1.0266,4583.332,8.430181523517474,167.538
161,161,162,charter,70.972,1.0266,206.31,206.31,35.972,70.972,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,135.33800000000002
162,162,163,charter,192.31,2.3014,64.35,64.35,167.31,192.31,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,127.96000000000001
163,163,164,beach,42.772,0.0678,42.772,42.772,104.414,133.414,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,0.0
164,164,165,charter,91.372,0.4216,323.31,323.31,56.372,91.372,0.5333,0.0069,0.0361,0.4216,6250.0013,8.740336950730425,231.938
165,165,166,beach,15.572,0.0678,15.572,15.572,38.014,67.014,0.0678,0.0789,0.1643,0.5391,1249.9998,7.130898670296334,0.0
166,166,167,boat,71.214,0.2601,71.214,71.214,71.214,96.214,0.0678,0.0503,0.2601,0.5391,2916.6666,7.978196667826407,0.0
167,167,168,boat,94.35,0.0143,104.414,104.414,94.35,123.85,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,10.064000000000007
168,168,169,beach,124.35,0.2537,124.35,124.35,124.35,142.85,0.2537,0.1498,0.2339,0.6288,6250.0013,8.740336950730425,0.0
169,169,170,charter,129.414,0.5391,104.414,104.414,104.414,129.414,0.0678,0.0503,0.2601,0.5391,4583.332,8.430181523517474,24.999999999999986
170,170,171,boat,175.748,0.0233,175.748,175.748,175.748,194.248,0.2537,0.1498,0.0233,0.0219,6250.0013,8.740336950730425,0.0
171,171,172,boat,72.9,0.0361,335.34,335.34,72.9,107.9,0.5333,0.0069,0.0361,0.4216,5416.6667,8.59723590524362,262.43999999999994
172,172,173,charter,87.9,0.0058,243.34,243.34,52.9,87.9,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,155.44
173,173,174,beach,22.372,0.0678,22.372,22.372,54.614,83.61399999999998,0.0678,0.0789,0.1643,0.5391,2083.3332,7.641724390062335,0.0
174,174,175,charter,70.972,0.4216,206.31,206.31,35.972,70.972,0.5333,0.0069,0.0361,0.4216,3749.9999,8.22951109229779,135.33800000000002
175,175,176,charter,99.35,1.0905,29.172,29.172,64.35,99.35,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,70.178
176,176,177,boat,56.372,0.0051,323.31,323.31,56.372,91.372,0.5333,0.4522,0.0051,1.0266,6250.0013,8.740336950730425,266.938
177,177,178,charter,114.35,0.6456,35.972,35.972,79.35,114.35,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,78.37799999999999
178,178,179,boat,63.172,0.2413,362.31,362.31,63.172,98.172,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,299.13800000000003
179,179,180,charter,93.85,0.324,71.214,71.214,64.35,93.85,0.0678,0.0503,0.1082,0.324,2916.6666,7.978196667826407,22.635999999999996
180,180,181,beach,49.572,0.0678,49.572,49.572,121.014,150.014,0.0678,0.0789,0.1643,0.5391,5416.6667,8.59723590524362,0.0
181,181,182,charter,67.604,1.0266,151.00799999999995,151.00799999999995,32.604,67.604,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,83.40399999999995
182,182,183,charter,75.204,1.0266,186.208,186.208,40.204,75.204,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,111.004
